"Time (s)";"Latitude (°)";"Longitude (°)";"Height (m)";"Velocity (m/s)";"Direction (°)";"Horizontal Accuracy (m)";"Vertical Accuracy (m)"
6.173178872E1;5.095588879E1;6.972831739E0;5.826741087E1;0.000000000E0;0.000000000E0;2.500000000E0;1.000000000E2
6.273737110E1;5.095588879E1;6.972831739E0;5.826741087E1;0.000000000E0;0.000000000E0;2.500000000E0;1.000000000E2
6.373626580E1;5.095587257E1;6.972822184E0;5.726738329E1;2.899999917E-1;1.741999969E2;3.000000000E0;1.000000000E2
6.475171618E1;5.095586691E1;6.972824866E0;5.626736951E1;2.699999809E-1;1.713999939E2;3.000000000E0;1.000000000E2
6.576078733E1;5.095586628E1;6.972832745E0;5.626736273E1;3.100000024E-1;1.593999939E2;2.500000000E0;1.000000000E2
6.673943156E1;5.095586100E1;6.972842887E0;5.626734459E1;0.000000000E0;0.000000000E0;3.000000000E0;1.000000000E2
6.773658137E1;5.095586100E1;6.972842887E0;5.626734459E1;0.000000000E0;0.000000000E0;3.000000000E0;1.000000000E2
6.875315629E1;5.095586100E1;6.972842887E0;5.626734459E1;0.000000000E0;0.000000000E0;3.000000000E0;1.000000000E2
6.975471941E1;5.095586490E1;6.972858980E0;5.526734168E1;5.699999928E-1;1.920000076E1;3.000000000E0;1.000000000E2
7.074790129E1;5.095586762E1;6.972854622E0;5.426735044E1;3.700000048E-1;9.100000381E0;3.000000000E0;1.000000000E2
7.176133048E1;5.095587093E1;6.972846072E0;5.526736333E1;1.400000006E-1;5.000000000E0;3.000000000E0;1.000000000E2
7.274315664E1;5.095587244E1;6.972838528E0;5.426737172E1;0.000000000E0;0.000000000E0;3.500000000E0;1.000000000E2
7.374649083E1;5.095586762E1;6.972828889E0;5.426736823E1;6.399999857E-1;2.206999969E2;3.000000000E0;1.000000000E2
7.475442590E1;5.095585886E1;6.972827800E0;5.426735052E1;7.099999785E-1;1.791999969E2;3.500000000E0;1.000000000E2
7.573048663E1;5.095585119E1;6.972829979E0;5.426733284E1;4.599999785E-1;1.438999939E2;3.500000000E0;1.000000000E2
7.677014390E1;5.095584566E1;6.972836182E0;5.426731689E1;3.999999911E-2;1.288000031E2;3.000000000E0;1.000000000E2
7.774825967E1;5.095584332E1;6.972833332E0;5.426731392E1;9.999999404E-2;1.203000031E2;3.000000000E0;1.000000000E2
7.876093282E1;5.095584394E1;6.972829141E0;5.426731814E1;0.000000000E0;0.000000000E0;3.000000000E0;1.000000000E2
7.976019028E1;5.095584394E1;6.972829141E0;5.426731814E1;0.000000000E0;0.000000000E0;3.000000000E0;1.000000000E2
8.074179840E1;5.095584394E1;6.972829141E0;5.426731814E1;0.000000000E0;0.000000000E0;3.000000000E0;1.000000000E2
8.174219425E1;5.095584394E1;6.972829141E0;5.426731814E1;0.000000000E0;0.000000000E0;3.000000000E0;1.000000000E2
8.276231182E1;5.095585895E1;6.972816233E0;5.526735869E1;4.399999976E-1;1.144000015E2;3.000000000E0;1.000000000E2
8.373638271E1;5.095586272E1;6.972814472E0;5.526736786E1;1.599999964E-1;1.113000031E2;3.000000000E0;1.000000000E2
8.474518551E1;5.095586331E1;6.972816736E0;5.426736753E1;2.199999988E-1;1.084000015E2;3.000000000E0;1.000000000E2
8.574149540E1;5.095586096E1;6.972829560E0;5.426735372E1;0.000000000E0;0.000000000E0;3.000000000E0;1.000000000E2
8.675080859E1;5.095586096E1;6.972829560E0;5.426735372E1;0.000000000E0;0.000000000E0;2.500000000E0;1.000000000E2
8.775700416E1;5.095586096E1;6.972829560E0;5.426735372E1;0.000000000E0;0.000000000E0;3.000000000E0;1.000000000E2
8.873539259E1;5.095585723E1;6.972847832E0;5.526733322E1;2.399999946E-1;1.173000031E2;3.000000000E0;1.000000000E2
8.973768285E1;5.095585513E1;6.972845988E0;5.526733008E1;3.499999940E-1;1.345000000E2;2.500000000E0;1.000000000E2
9.074390405E1;5.095585061E1;6.972846994E0;5.526731984E1;3.199999928E-1;1.661000061E2;2.500000000E0;1.000000000E2
9.174244931E1;5.095585476E1;6.972834421E0;5.526733728E1;4.399999976E-1;2.208000031E2;2.500000000E0;1.000000000E2
9.275433912E1;5.095586687E1;6.972816903E0;5.526737492E1;4.399999976E-1;2.752999878E2;2.500000000E0;1.000000000E2
9.374179047E1;5.095586674E1;6.972817155E0;5.526737448E1;2.399999946E-1;2.998999939E2;2.500000000E0;1.000000000E2
9.473743970E1;5.095586750E1;6.972821597E0;5.526737300E1;1.799999923E-1;2.963999939E2;2.500000000E0;1.000000000E2
9.574092820E1;5.095586725E1;6.972825788E0;5.526736958E1;0.000000000E0;0.000000000E0;2.500000000E0;1.000000000E2
9.673971158E1;5.095586725E1;6.972825788E0;5.526736958E1;0.000000000E0;0.000000000E0;2.500000000E0;1.000000000E2
9.775558654E1;5.095586725E1;6.972825788E0;5.526736958E1;0.000000000E0;0.000000000E0;2.500000000E0;1.000000000E2
9.877575150E1;5.095586997E1;6.972847497E0;5.826736031E1;4.399999976E-1;2.712999878E2;2.500000000E0;1.000000000E2
9.974563666E1;5.095586775E1;6.972850934E0;5.926735325E1;2.899999917E-1;2.717000122E2;2.500000000E0;1.000000000E2
1.007374969E2;5.095586616E1;6.972842133E0;5.926735598E1;6.200000048E-1;2.646000061E2;2.500000000E0;1.000000000E2
1.017596441E2;5.095587324E1;6.972834589E0;5.926737613E1;1.009999990E0;3.296000061E2;2.000000000E0;1.000000000E2
1.027428332E2;5.095588522E1;6.972834170E0;6.026740168E1;9.499999881E-1;3.573999939E2;2.500000000E0;1.000000000E2
1.037483217E2;5.095589528E1;6.972840121E0;6.026741877E1;7.199999690E-1;2.329999924E1;2.500000000E0;1.000000000E2
1.047358979E2;5.095589595E1;6.972837690E0;6.126742187E1;5.600000024E-1;1.100999985E2;2.500000000E0;1.000000000E2
1.057514372E2;5.095589164E1;6.972834589E0;6.026741491E1;6.599999666E-1;1.928000031E2;2.500000000E0;1.000000000E2
1.067420021E2;5.095588317E1;6.972834086E0;6.026739741E1;5.799999833E-1;2.151000061E2;2.500000000E0;1.000000000E2
1.077373488E2;5.095587873E1;6.972836014E0;6.126738671E1;5.899999738E-1;2.173000031E2;2.500000000E0;1.000000000E2
1.087380194E2;5.095587663E1;6.972835092E0;6.126738293E1;1.799999923E-1;2.350000000E2;2.500000000E0;1.000000000E2
1.097585777E2;5.095587936E1;6.972842384E0;6.126738364E1;2.399999946E-1;2.511000061E2;2.500000000E0;1.000000000E2
1.107476822E2;5.095588183E1;6.972846910E0;6.126738572E1;0.000000000E0;0.000000000E0;2.500000000E0;1.000000000E2
1.117441565E2;5.095588183E1;6.972846910E0;6.126738572E1;0.000000000E0;0.000000000E0;2.500000000E0;1.000000000E2
1.127454934E2;5.095588183E1;6.972846910E0;6.126738572E1;0.000000000E0;0.000000000E0;2.500000000E0;1.000000000E2
1.137557535E2;5.095588116E1;6.972860740E0;6.026737475E1;1.999999881E-1;2.491999969E2;2.500000000E0;1.000000000E2
1.147562456E2;5.095588045E1;6.972855544E0;6.026737684E1;1.899999976E-1;2.526000061E2;2.500000000E0;1.000000000E2
1.157354350E2;5.095588506E1;6.972851688E0;5.926738922E1;2.299999893E-1;2.580000000E2;2.500000000E0;1.000000000E2
1.167512130E2;5.095589092E1;6.972845234E0;5.726740605E1;0.000000000E0;0.000000000E0;2.500000000E0;1.000000000E2
1.177461399E2;5.095589092E1;6.972845234E0;5.726740605E1;0.000000000E0;0.000000000E0;2.500000000E0;1.000000000E2
1.187390769E2;5.095589092E1;6.972845234E0;5.726740605E1;0.000000000E0;0.000000000E0;2.500000000E0;1.000000000E2
1.197534596E2;5.095589092E1;6.972845234E0;5.726740605E1;0.000000000E0;0.000000000E0;2.500000000E0;1.000000000E2
1.207528428E2;5.095589092E1;6.972845234E0;5.726740605E1;0.000000000E0;0.000000000E0;2.500000000E0;1.000000000E2
1.217470478E2;5.095589092E1;6.972845234E0;5.726740605E1;0.000000000E0;0.000000000E0;2.500000000E0;1.000000000E2
1.227412915E2;5.095589092E1;6.972845234E0;5.726740605E1;0.000000000E0;0.000000000E0;2.500000000E0;1.000000000E2
1.237393170E2;5.095589092E1;6.972845234E0;5.726740605E1;0.000000000E0;0.000000000E0;3.000000000E0;1.000000000E2
1.247322912E2;5.095588661E1;6.972850598E0;5.526739324E1;5.999999642E-1;3.110000000E2;2.500000000E0;1.000000000E2
1.257577757E2;5.095588531E1;6.972846324E0;5.526739346E1;6.899999976E-1;3.480000000E2;2.500000000E0;1.000000000E2
1.267446503E2;5.095588497E1;6.972853867E0;5.426738754E1;6.200000048E-1;3.435000000E2;2.500000000E0;1.000000000E2
1.277401879E2;5.095588577E1;6.972847329E0;5.326739373E1;6.100000143E-1;3.262000122E2;2.500000000E0;1.000000000E2
1.287739525E2;5.095588988E1;6.972834589E0;5.326741120E1;5.299999714E-1;3.161000061E2;3.000000000E0;1.000000000E2
1.297557640E2;5.095588912E1;6.972825369E0;5.326741598E1;2.199999988E-1;3.106000061E2;3.000000000E0;1.000000000E2
1.307551195E2;5.095588606E1;6.972820926E0;5.326741260E1;2.299999893E-1;3.001000061E2;3.000000000E0;1.000000000E2
1.317519546E2;5.095588267E1;6.972819669E0;5.326740632E1;4.599999785E-1;2.408000031E2;3.000000000E0;1.000000000E2
1.327476616E2;5.095587433E1;6.972820926E0;5.326738787E1;7.999999523E-1;1.791999969E2;3.000000000E0;1.000000000E2
1.337488919E2;5.095586670E1;6.972818999E0;5.326737312E1;6.999999881E-1;1.573999939E2;3.000000000E0;1.000000000E2
1.347494594E2;5.095586398E1;6.972818412E0;5.226736778E1;3.899999857E-1;1.326000061E2;2.500000000E0;1.000000000E2
1.357554939E2;5.095585870E1;6.972826626E0;5.226735097E1;2.699999809E-1;1.080000000E2;3.000000000E0;1.000000000E2
1.367421324E2;5.095585597E1;6.972834589E0;5.226733973E1;0.000000000E0;0.000000000E0;3.000000000E0;1.000000000E2
1.377347010E2;5.095585597E1;6.972834589E0;5.226733973E1;0.000000000E0;0.000000000E0;3.000000000E0;1.000000000E2
1.387430091E2;5.095585597E1;6.972834589E0;5.226733973E1;0.000000000E0;0.000000000E0;3.000000000E0;1.000000000E2
1.397378986E2;5.095585375E1;6.972838948E0;5.026733203E1;4.899999797E-1;1.054000015E2;3.000000000E0;1.000000000E2
1.407499485E2;5.095585878E1;6.972825285E0;4.926735208E1;4.299999774E-1;7.190000153E1;3.000000000E0;1.000000000E2
1.417653083E2;5.095586113E1;6.972813467E0;5.026736519E1;5.500000119E-1;1.025000000E2;3.000000000E0;1.000000000E2
1.427773261E2;5.095585840E1;6.972813550E0;5.026735939E1;6.999999881E-1;1.326000061E2;3.000000000E0;1.000000000E2
1.437496059E2;5.095585744E1;6.972818244E0;4.926735412E1;7.299999595E-1;1.558000031E2;3.500000000E0;1.000000000E2
1.447498138E2;5.095585061E1;6.972824531E0;5.026733537E1;8.700000048E-1;1.638999939E2;3.000000000E0;1.000000000E2
1.457527736E2;5.095584118E1;6.972835930E0;5.026730761E1;5.000000000E-1;1.673999939E2;3.500000000E0;1.000000000E2
1.467464723E2;5.095583963E1;6.972837858E0;5.026730301E1;2.199999988E-1;1.733999939E2;3.500000000E0;1.000000000E2
1.477463384E2;5.095583988E1;6.972834338E0;5.126730598E1;2.299999893E-1;1.811999969E2;3.500000000E0;1.000000000E2
1.487470281E2;5.095583720E1;6.972827045E0;5.126730536E1;2.899999917E-1;1.703999939E2;3.000000000E0;1.000000000E2
1.497492577E2;5.095583833E1;6.972821765E0;5.126731140E1;0.000000000E0;0.000000000E0;3.000000000E0;1.000000000E2
1.507469805E2;5.095584629E1;6.972808689E0;5.226733722E1;5.600000024E-1;5.109999847E1;3.000000000E0;1.000000000E2
1.517521601E2;5.095585308E1;6.972796451E0;5.226735999E1;6.100000143E-1;2.100000000E1;2.500000000E0;1.000000000E2
1.527449551E2;5.095586012E1;6.972787064E0;5.126738132E1;1.999999881E-1;3.000000119E-1;2.500000000E0;1.000000000E2
1.537586285E2;5.095586519E1;6.972792596E0;5.026738819E1;4.499999881E-1;3.476000061E2;2.500000000E0;1.000000000E2
1.547479905E2;5.095585966E1;6.972809192E0;5.126736506E1;4.899999797E-1;3.497999878E2;2.500000000E0;1.000000000E2
1.557675411E2;5.095586067E1;6.972821932E0;5.126735837E1;5.799999833E-1;7.719999695E1;2.500000000E0;1.000000000E2
1.567453720E2;5.095586163E1;6.972834505E0;5.226735171E1;5.600000024E-1;1.001999969E2;2.500000000E0;1.000000000E2
1.577646818E2;5.095585807E1;6.972844228E0;5.326733748E1;4.699999988E-1;1.143000031E2;3.000000000E0;1.000000000E2
1.587493408E2;5.095585371E1;6.972843641E0;5.326732870E1;7.299999595E-1;2.253999939E2;2.500000000E0;1.000000000E2
1.597471004E2;5.095584868E1;6.972834840E0;5.326732418E1;7.099999785E-1;2.692000122E2;2.500000000E0;1.000000000E2
1.607488887E2;5.095584843E1;6.972814556E0;5.326733767E1;7.400000095E-1;2.786000061E2;2.500000000E0;1.000000000E2
1.617501274E2;5.095585094E1;6.972798463E0;5.326735410E1;5.500000119E-1;3.051000061E2;2.500000000E0;1.000000000E2
1.627666829E2;5.095585836E1;6.972792847E0;5.426737362E1;4.399999976E-1;3.320000000E2;2.500000000E0;1.000000000E2
1.637449985E2;5.095586096E1;6.972797876E0;5.426737562E1;2.299999893E-1;3.592999878E2;3.000000000E0;1.000000000E2
1.647508320E2;5.095586016E1;6.972804917E0;5.426736907E1;4.799999893E-1;4.700000000E1;2.500000000E0;1.000000000E2
1.657616771E2;5.095585761E1;6.972816903E0;5.426735540E1;3.199999928E-1;8.509999847E1;3.000000000E0;1.000000000E2
