"Time (s)";"X (m/s^2)";"Y (m/s^2)";"Z (m/s^2)"
2.298778042E0;-7.958615988E-1;-8.469440442E-1;-1.808064330E-1
2.308788042E0;-8.936796695E-1;-9.205780309E-1;-2.767645043E-1
2.318798042E0;-6.565212804E-1;-1.017077554E0;-5.494722104E-1
2.328777042E0;-1.262239612E0;-1.763431363E0;-2.805575931E-1
2.338787042E0;-9.417209780E-1;-1.479347314E0;6.275167519E-1
2.348797042E0;7.769575506E-1;-9.686263561E-1;2.650034148E-1
2.358806042E0;1.679452482E0;-8.432790095E-1;-1.273289680E-1
2.368786042E0;1.684856479E0;-1.031032519E0;-6.324962407E-1
2.378795042E0;1.179864623E0;-8.337486327E-1;-9.190478146E-2
2.388805042E0;5.819020379E-1;-9.434423983E-2;5.695188046E-1
2.398815042E0;3.448418820E-1;6.844048977E-1;8.427007198E-1
2.408825042E0;-8.828243136E-2;9.247172749E-1;5.949249566E-1
2.418804042E0;-4.577054232E-1;1.324729391E0;5.470695895E-1
2.428814042E0;-1.635238177E-1;1.198500284E0;2.092923135E-1
2.438824042E0;4.316297650E-2;1.241476150E0;-3.574706984E-1
2.448833042E0;1.169524992E-1;1.594792401E0;-9.679246902E-2
2.458843042E0;1.811870867E-1;1.661754715E0;2.097507352E-1
2.468822042E0;-3.104210776E-1;9.087286484E-1;2.389926606E-1
2.478832042E0;-3.748655802E-1;8.559505105E-2;3.397167975E-1
2.488842042E0;8.932674408E-2;1.641488850E-1;2.693636835E-1
2.498852042E0;7.349914992E-1;2.180233759E-1;-9.284442902E-2
2.508831042E0;1.133366395E0;-3.452915329E-1;-5.698444945E-1
2.518841042E0;1.499527225E0;-1.330596487E0;-9.409292650E-1
2.528850042E0;1.838656377E0;-2.524956357E0;-1.083451638E0
2.538860042E0;1.974939771E0;-3.046504020E0;-1.004963878E0
2.548870042E0;2.426068246E0;-2.270510091E0;-7.365509516E-1
2.558849042E0;2.467134996E0;-1.782213789E0;-5.253945458E-1
2.568859042E0;2.318746111E0;-1.006702255E0;-5.306582093E-2
2.578869042E0;1.488559602E0;-8.166776866E-1;7.744309688E-1
2.588878042E0;-1.465604603E0;-1.514611287E0;3.936099994E-1
2.598858042E0;-4.320854385E0;-4.106932247E-1;5.035271287E-2
