"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)"
3.023556250E0;7.597299576E0;1.562299967E0;-3.391599894E0
3.043410938E0;5.014499664E0;-7.235099792E0;1.482699990E0
3.063262500E0;2.529899836E0;-8.147099495E0;6.113199711E0
3.083115625E0;3.357399940E0;-1.439999975E-2;6.501800060E0
3.102978125E0;4.622399807E0;2.293099880E0;-1.407999992E0
3.122820313E0;2.835099936E0;-1.626299977E0;-5.684599876E0
3.142673438E0;9.057999849E-1;-4.002900124E0;2.690299988E0
3.162525000E0;-1.390100002E0;-5.658400059E0;9.353699684E0
3.182378125E0;1.177600026E0;-4.404299736E0;5.024300098E0
3.202231250E0;1.079699993E0;-4.005799770E0;-1.977699995E0
3.222084375E0;-1.266199946E0;-2.150699854E0;-1.544299960E0
3.241935938E0;-2.604899883E0;1.156299949E0;8.410999775E-1
3.261789063E0;-3.015599966E0;5.043600082E0;1.774299979E0
3.281642188E0;-3.753999949E0;7.467199802E0;1.895699978E0
3.301493750E0;-4.653999805E0;7.835000038E0;3.088899851E0
3.321346875E0;-5.292099953E0;8.410399437E0;2.244899988E0
3.341200000E0;-4.739900112E0;9.440799713E0;-1.651999950E-1
3.361051563E0;-9.716999531E-1;1.063630009E1;-6.123799801E0
3.380904688E0;8.803099632E0;5.839299679E0;-2.045179939E1
3.400757813E0;-2.254600048E0;3.779999912E-2;1.989649963E1
3.420610938E0;-7.523900032E0;2.060600042E0;7.489399910E0
3.440462500E0;-6.482999802E0;1.763999909E-1;6.298999786E-1
3.460315625E0;-9.873399734E0;-8.018099785E0;1.895999908E0
3.480168750E0;-9.255899429E0;-1.188219929E1;6.449199677E0
3.500026563E0;-2.560999870E0;-1.116510010E1;8.120699883E0
3.519873438E0;-1.059199929E0;-1.398209953E1;8.230999947E0
3.539726563E0;1.247699976E0;-1.417779922E1;7.193899632E0
3.559592188E0;6.312699795E0;-1.840959930E1;1.077269936E1
3.579431250E0;1.616989899E1;-1.222429943E1;-2.734849930E1
3.599284375E0;1.437099934E1;-4.050199986E0;-1.809370041E1
3.619135938E0;9.059100151E0;-1.255900025E0;-5.419199944E0
3.638989063E0;5.835999966E0;2.124699831E0;-1.825999916E-1
3.658842188E0;6.805599689E0;6.774399757E0;-7.819999754E-2
3.678695313E0;7.360199928E0;9.642899513E0;-6.247999668E-1
