"Time (s)"	"X (hPa)"
2.682248382E2	9.706685638E2
2.691752172E2	9.706649017E2
2.701255482E2	9.706604004E2
2.710759422E2	9.706578064E2
2.720263762E2	9.706556702E2
2.729768282E2	9.706549835E2
2.739272872E2	9.706549835E2
2.748778432E2	9.706552124E2
2.758282992E2	9.706568909E2
2.767787862E2	9.706579590E2
2.777293682E2	9.706593323E2
2.786799242E2	9.706613922E2
2.796304572E2	9.706623840E2
2.805810482E2	9.706633759E2
2.815315602E2	9.706674957E2
2.824819692E2	9.706734467E2
2.834324882E2	9.706786346E2
2.843829842E2	9.706812286E2
2.853335972E2	9.706847382E2
2.862842942E2	9.706889343E2
2.872350742E2	9.706903839E2
2.881858142E2	9.706919098E2
2.891367062E2	9.706954956E2
2.900874872E2	9.706981659E2
2.910383382E2	9.707007599E2
2.919891242E2	9.707038116E2
2.929399132E2	9.707058716E2
2.938907552E2	9.707096863E2
2.948416342E2	9.707129669E2
2.957925182E2	9.707149506E2
2.967434052E2	9.707153320E2
2.976942942E2	9.707153320E2
2.986451682E2	9.707135773E2
2.995961912E2	9.707105255E2
3.005472192E2	9.707075500E2
3.014981782E2	9.707046509E2
3.024491872E2	9.706997681E2
3.034002002E2	9.706997681E2
3.043513232E2	9.707012939E2
3.053024432E2	9.707054138E2
3.062534742E2	9.707106781E2
3.072045462E2	9.707170105E2
3.081557032E2	9.707223511E2
3.091067972E2	9.707256317E2
3.100578332E2	9.707285309E2
3.110088682E2	9.707319641E2
3.119599382E2	9.707363129E2
3.129110312E2	9.707403564E2
3.138620762E2	9.707408142E2
3.148131692E2	9.707408142E2
3.157642122E2	9.707384491E2
3.167153382E2	9.707337189E2
3.176664922E2	9.707274628E2
3.186175302E2	9.707227325E2
3.195686902E2	9.707184601E2
3.205198922E2	9.707159424E2
3.214711002E2	9.707122803E2
3.224223532E2	9.707096100E2
3.233735732E2	9.707064056E2
3.243247372E2	9.707028198E2
3.252759612E2	9.706983185E2
3.262271532E2	9.706937408E2
3.271784432E2	9.706919098E2
3.281296942E2	9.706903839E2
3.290809062E2	9.706900024E2
3.300321062E2	9.706893158E2
3.309832612E2	9.706887054E2
3.319345412E2	9.706877899E2
3.328858522E2	9.706852722E2
3.338372032E2	9.706828308E2
3.347887532E2	9.706810760E2
3.357403352E2	9.706806183E2
3.366919912E2	9.706805420E2
3.376437832E2	9.706805420E2
3.385955492E2	9.706806946E2
3.395472102E2	9.706818390E2
3.404989142E2	9.706835175E2
3.414506142E2	9.706859589E2
3.424023122E2	9.706880951E2
3.433540582E2	9.706900024E2
3.443059082E2	9.706918335E2
3.452577982E2	9.706918335E2
3.462096522E2	9.706916809E2
3.471615102E2	9.706895447E2
3.481133822E2	9.706880951E2
3.490653592E2	9.706853485E2
3.500172762E2	9.706830597E2
3.509691762E2	9.706795502E2
3.519210342E2	9.706776428E2
3.528729172E2	9.706761932E2
3.538248252E2	9.706751251E2
3.547767792E2	9.706748962E2
3.557287522E2	9.706740570E2
3.566807652E2	9.706739044E2
3.576329072E2	9.706740570E2
3.585849942E2	9.706740570E2
3.595371512E2	9.706745911E2
3.604892162E2	9.706742859E2
3.614413262E2	9.706742859E2
3.623934202E2	9.706739807E2
3.633456132E2	9.706726837E2
3.642977722E2	9.706700897E2
3.652500072E2	9.706655121E2
3.662018462E2	9.706630707E2
3.671535492E2	9.706583405E2
3.681053422E2	9.706550598E2
3.690572522E2	9.706550598E2
3.700092782E2	9.706559753E2
3.709612882E2	9.706580353E2
3.719133542E2	9.706592560E2
3.728654292E2	9.706592560E2
3.738173452E2	9.706585693E2
3.747691952E2	9.706546783E2
3.757211162E2	9.706523895E2
3.766730692E2	9.706517029E2
3.776250672E2	9.706517029E2
3.785770622E2	9.706527710E2
3.795291462E2	9.706552124E2
3.804813292E2	9.706553650E2
3.814334892E2	9.706574249E2
3.823856272E2	9.706587982E2
