"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)"
3.558999085E2;5.919663906E0;-3.513012314E1;2.225410461E1
3.559099735E2;1.596693134E1;-3.810850906E1;-2.782062292E0
3.559199925E2;2.438254929E1;-3.405512619E1;-3.640742874E1
3.559300675E2;2.435501671E1;-2.578674889E1;-3.534918976E1
3.559401275E2;1.959773827E1;-1.975695229E1;-1.825459099E1
3.559604615E2;6.317101002E0;-1.151970100E1;8.048109055E0
3.559798625E2;3.829525709E0;-5.376179695E0;-2.147000313E1
3.559900345E2;4.086902142E0;-2.999934673E0;-2.268625832E1
3.560099605E2;4.493916512E0;4.872200489E-1;-2.541445017E0
3.560199965E2;3.866635799E0;1.292868972E0;1.486799240E0
3.560300045E2;4.387374401E0;1.302445769E0;-9.923965931E-1
3.560501535E2;5.730521679E0;2.214636564E0;-1.175433350E1
3.560602995E2;8.683769226E0;4.929661274E0;-2.887167740E1
3.560798655E2;1.013944387E0;1.854309201E0;-1.082538319E1
3.560899335E2;-2.649184227E0;-4.501099288E-1;-1.644816518E0
3.560999995E2;-2.313995838E0;-1.370680451E0;-1.731007814E0
3.561198955E2;-1.862688899E0;-3.834314108E0;-5.116408825E0
3.561300565E2;-2.327163935E0;-5.523423195E0;-1.005684471E1
3.561499105E2;2.120065689E0;-9.419986725E0;-2.542642117E0
3.561599205E2;5.341464043E0;-1.231577396E1;2.656366825E0
3.561799815E2;1.176391029E1;-2.349190712E1;2.590526342E0
3.561905395E2;1.537316895E1;-3.147058487E1;-6.560112834E-1
3.562100195E2;1.156040287E1;-3.922181320E1;-4.369418025E-1
3.562200265E2;4.151545525E0;-3.922181320E1;-1.650802016E0
3.562399245E2;2.225410461E0;-2.937206650E1;-6.507440090E0
3.562602665E2;6.098031521E0;-1.831564331E1;-3.926490843E-1
3.562800565E2;8.684967041E0;-8.366538048E0;7.050923824E0
3.563002195E2;7.788338184E0;-7.896077156E0;5.378573895E0
3.563199485E2;-1.100135684E0;-8.410830498E0;3.082534790E0
3.563300205E2;-2.984372377E0;-7.201758862E0;3.281253338E0
3.563420695E2;-3.885789394E0;-4.460397720E0;4.821922302E0
3.563604565E2;-2.873042107E0;2.699462414E0;7.344213486E0
3.563798775E2;-1.413776159E0;5.193023682E0;5.652710438E0
3.563901015E2;-1.587355733E0;7.092822552E0;4.425682068E0
3.564100495E2;-1.663970232E0;9.216479301E0;-7.225700855E0
3.564221695E2;-2.037465572E0;8.350975990E0;-7.605181694E0
3.564466145E2;-2.774879694E0;6.835445762E-1;-3.027467966E0
3.564599895E2;5.638344884E-1;-2.278082848E0;-1.994609451E1
3.564797905E2;4.878185749E0;-4.074931145E0;9.367314339E0
3.564898045E2;2.552218914E0;-3.043030262E0;1.869751740E1
3.565001435E2;-3.459621370E-1;-3.238157749E0;6.288370609E0
3.565102035E2;-1.308431268E0;-4.554968834E0;-3.386598349E0
3.565298835E2;-3.088520288E0;-9.087192535E0;6.016628742E0
3.565499075E2;-8.820239067E0;-3.137601280E1;1.915600777E1
3.565698675E2;-6.750451565E0;-3.820666885E1;1.247379112E1
3.565799915E2;-1.278503656E0;-3.344101334E1;4.193444252E0
3.565997795E2;5.352237701E0;-2.551620483E1;2.130839527E-1
3.566102845E2;6.357802391E0;-2.447352982E1;7.797914982E0
3.566298845E2;1.884236717E1;-2.361760330E1;-2.312559509E1
3.566500055E2;1.747408104E1;-1.939901924E1;-1.374750614E1
3.566700155E2;6.302735806E0;-1.290474701E1;-6.452373862E-1
3.566899265E2;1.634042621E0;-7.122750282E0;-2.628713799E1
3.567001035E2;4.644751072E0;-5.432443619E0;-1.640746498E1
3.567104495E2;6.811503887E0;-3.914519787E0;-6.477512836E0
3.567299825E2;4.255693436E0;-3.051409960E0;1.291671872E0
3.567499135E2;3.831919909E0;-5.255272985E-1;-5.811924458E0
3.567601865E2;5.805939198E0;2.729389906E0;-1.652597809E1
3.567809985E2;3.105279684E0;3.725377798E0;-2.098757172E1
3.568000135E2;-2.910152197E0;-3.268085420E-1;-5.541379929E0
3.568100325E2;-3.683479309E0;-1.417367458E0;-3.088520288E0
3.568202925E2;-2.862268209E0;-2.176329374E0;-2.989160776E0
3.568399795E2;-1.006761789E0;-4.288015366E0;-3.240551949E0
3.568598905E2;3.582922935E0;-7.678205013E0;-2.136825085E0
3.568698925E2;9.537302017E0;-1.915720558E1;-3.234566450E0
3.568900635E2;1.180341434E1;-3.125271225E1;-5.398924947E-1
3.569001605E2;8.950722694E0;-3.577416229E1;-4.094084799E-1
3.569198295E2;1.209071875E0;-3.874057770E1;1.968033791E0
