"Time (s)";"X (m/s^2)";"Y (m/s^2)";"Z (m/s^2)"
2.740232875E0;8.879834290E0;-4.362228699E0;4.253854065E0
2.750211875E0;8.900641022E0;-4.182302856E0;4.175267487E0
2.760221875E0;8.752149811E0;-3.881428528E0;4.126918030E0
2.770231875E0;8.512348480E0;-3.849544830E0;3.709735565E0
2.780210875E0;8.179440765E0;-3.832180939E0;3.783083038E0
2.790220875E0;8.167465668E0;-3.810775452E0;3.774850159E0
2.800230875E0;8.395291901E0;-4.018393707E0;3.626508636E0
2.810240875E0;8.398435364E0;-4.193080444E0;3.672163696E0
2.820219875E0;8.097710724E0;-4.275708618E0;3.847299500E0
2.830229875E0;7.534282379E0;-4.288731537E0;3.886368256E0
2.840238875E0;7.247329102E0;-4.178410950E0;3.921545105E0
2.850218875E0;6.982080688E0;-4.199067993E0;3.866459656E0
2.860227875E0;6.862778778E0;-3.898792419E0;3.660338287E0
2.870237875E0;6.758595428E0;-3.708088989E0;3.526965637E0
2.880247875E0;6.565496979E0;-3.723357239E0;3.368594971E0
2.890226875E0;6.442602539E0;-3.417393494E0;3.414998474E0
2.900236875E0;6.140680389E0;-3.289559326E0;3.360661469E0
2.910246875E0;5.558391266E0;-3.375330963E0;3.201542358E0
2.920225875E0;4.724176025E0;-3.099754028E0;3.163970490E0
2.930235875E0;3.664080505E0;-2.833906860E0;2.940784607E0
2.940244875E0;2.861898651E0;-2.558778992E0;2.629881134E0
2.950224875E0;2.248324585E0;-2.859353943E0;2.001038818E0
2.960233875E0;1.736538849E0;-3.813769226E0;1.706900482E0
2.970243875E0;1.760339355E0;-4.711302795E0;1.589993591E0
2.980253875E0;2.337988129E0;-5.173391876E0;1.338516541E0
2.990232875E0;3.178939362E0;-5.389093323E0;1.422342224E0
3.000242875E0;6.481371918E0;-6.884783020E0;1.277593231E0
3.010252875E0;1.233869156E1;-7.750732269E0;-1.336869965E0
3.020231875E0;1.627924713E1;-3.712579651E0;-2.987038422E0
3.030241875E0;1.515358795E1;-2.459086304E0;-2.493664398E0
3.040251875E0;1.230321533E1;-4.018244019E0;-7.000941467E-1
3.050260875E0;9.260193329E0;-4.827161865E0;5.257067871E-1
3.060240875E0;7.484436035E0;-5.326673126E0;1.736389160E0
3.070249875E0;7.159012756E0;-5.034630432E0;2.516566772E0
3.080259875E0;6.808142395E0;-5.197192383E0;3.081941071E0
