"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)"
1.036546156E2;8.584170341E-1;1.705342054E0;-1.937876463E0
1.036665281E2;3.149265766E0;1.314560413E0;-1.840662241E0
1.036784688E2;3.960996151E0;1.328207403E-1;-1.879381299E0
1.036903516E2;5.116208076E0;-1.658913612E0;-1.246181965E0
1.037022625E2;6.396014214E0;-3.899991751E0;-1.283292100E-2
1.037141734E2;8.987823486E0;-7.742723465E0;2.981643081E-1
1.037260859E2;1.459302330E1;-1.551037598E1;2.901753426E0
1.037380328E2;1.549783039E1;-2.438812256E1;4.000720501E0
1.037499094E2;9.547013283E0;-3.068672180E1;-3.286645174E0
1.037618203E2;4.167788029E0;-3.869459152E1;-8.108462334E0
1.037737328E2;-1.531752825E0;-5.115458298E1;-1.212401772E1
1.037856438E2;-1.355903387E0;-5.286373520E1;-1.306903744E1
1.037975547E2;8.652166367E0;-3.717825317E1;-1.400830173E1
1.038094844E2;8.343209267E0;-2.669714928E1;-9.310504913E0
1.038213781E2;6.888271332E0;-1.997968864E1;-5.043740273E0
1.038332906E2;6.433258533E0;-1.566761684E1;-1.674562097E0
1.038452016E2;6.197754860E0;-1.255575848E1;2.284058809E0
1.038571125E2;5.414707661E0;-8.823716164E0;6.409460068E0
1.038690250E2;3.836708307E0;-5.693785191E0;6.034815311E0
1.038809375E2;2.582452774E0;-3.054551363E0;3.687836647E0
1.038928469E2;8.052945733E-1;-7.256250381E-1;1.713558793E0
1.039047594E2;-1.199887753E0;7.507642508E-1;1.442429900E0
1.039166703E2;-3.178015471E0;1.609736681E0;2.422424555E0
1.039285828E2;-3.514343262E0;2.155298471E0;4.349019527E0
1.039405141E2;-2.984554529E0;3.072316170E0;5.348292351E0
1.039524047E2;-2.294392347E0;4.264360428E0;5.256613255E0
1.039643172E2;-1.711480737E0;5.781326771E0;5.894351959E0
1.039762313E2;-1.750036955E0;5.731575012E0;6.491274357E0
1.039881406E2;-2.911033154E0;4.540086269E0;6.974625587E0
