"Time (s)"	"X (rad/s)"	"Y (rad/s)"	"Z (rad/s)"
3.664199375E0	-3.888695687E-2	1.874474406E0	-5.441562533E-1
3.674178375E0	4.968857393E-2	2.093379974E0	-3.078759015E-1
3.684188375E0	3.675256670E-1	1.961199522E0	-9.821588546E-2
3.694198375E0	6.521537304E-1	1.864506602E0	4.688474536E-2
3.704207375E0	1.049430490E0	1.742261648E0	1.861033440E-1
3.714210083E0	1.284004688E0	1.783155799E0	3.276836574E-1
3.724219083E0	1.304364800E0	1.885680318E0	4.443588853E-1
3.734229083E0	1.222103477E0	1.928449273E0	5.854046345E-1
3.744208083E0	1.120654345E0	1.794776917E0	7.596296668E-1
3.754218083E0	1.068258286E0	1.457798958E0	9.002060294E-1
3.764228083E0	1.034329891E0	1.221554995E0	8.037508726E-1
3.774207083E0	9.313806295E-1	6.659771204E-1	3.853926659E-1
3.784217083E0	6.049972177E-1	1.436505616E-1	8.100426942E-2
3.794227083E0	1.815068126E-1	-1.289781481E-1	2.962516621E-2
3.804206083E0	2.185617015E-2	-3.378955182E-3	1.817683578E-1
3.814216083E0	5.550033227E-2	2.269812487E-2	4.994050264E-1
