"Time (s)";"X (m/s^2)";"Y (m/s^2)";"Z (m/s^2)"
3.155421125E0;-1.232300699E-3;3.548909068E-2;1.234405696E-2
3.165431125E0;-7.468648553E-3;4.790214479E-2;1.943380594E-2
3.175410125E0;6.572270393E-4;4.013879657E-2;2.098858058E-2
3.185420125E0;3.291690052E-3;3.447050571E-2;1.475778759E-2
3.195429125E0;1.329072118E-3;4.917449892E-2;3.962073326E-3
3.205439125E0;-4.461425543E-4;4.812901676E-2;4.692975283E-3
3.215449125E0;1.791879237E-3;3.422082961E-2;2.982079983E-3
3.225428125E0;8.139324188E-4;3.426819205E-2;2.598502636E-3
3.235438125E0;-1.461803913E-3;4.042063236E-2;1.135821640E-2
3.245448125E0;-8.328481615E-3;3.729704976E-2;1.350063622E-2
3.255457125E0;-8.299245536E-3;4.644911170E-2;9.057921767E-3
3.265467125E0;-2.690888643E-3;3.988853574E-2;-2.286261320E-3
3.275477125E0;-2.867182195E-3;3.670355737E-2;1.423153818E-2
3.285456125E0;4.785653651E-3;3.889684796E-2;1.373394012E-2
3.295466125E0;-5.893993378E-4;3.018040359E-2;6.272892952E-3
3.305476125E0;1.550973952E-3;4.362373710E-2;1.059807837E-2
3.315486125E0;3.150479794E-3;3.794082820E-2;1.236452222E-2
3.325495125E0;2.238606513E-3;3.195210993E-2;8.329358697E-3
3.335475125E0;-4.364654124E-3;3.972598314E-2;1.077174067E-2
3.345498625E0;4.940897226E-4;3.818582654E-2;1.233002365E-2
3.355508625E0;-2.665745616E-3;3.638839245E-2;4.549133778E-3
3.365518625E0;-3.597207069E-3;4.163568377E-2;1.154532731E-2
3.375528625E0;-3.834896386E-3;4.225548863E-2;1.264168024E-3
3.385537625E0;2.816896141E-3;3.508153975E-2;3.166851997E-3
3.395517625E0;-1.494548321E-3;4.304193914E-2;9.776544571E-3
3.405526625E0;-2.775088549E-3;4.321267784E-2;8.770823479E-3
3.415536625E0;-4.596496224E-3;3.259588838E-2;8.569679260E-3
3.425546625E0;1.122665405E-3;3.068969607E-2;8.525240421E-3
3.435556625E0;-6.733068824E-3;3.875066757E-2;4.890611172E-3
3.445535625E0;-3.886351883E-3;3.756543696E-2;6.475791335E-3
3.455545625E0;2.975648046E-3;4.533287823E-2;1.853275001E-2
3.465555625E0;7.867428660E-3;4.337873876E-2;6.743009090E-3
3.475564625E0;-5.627945065E-4;3.309173226E-2;1.507236779E-2
3.485574625E0;1.343982518E-3;4.042004764E-2;1.405670643E-2
3.495584625E0;-1.051037014E-3;3.652463257E-2;1.212303221E-2
3.505563625E0;7.157576680E-3;3.505698144E-2;1.331995726E-2
3.515573625E0;3.552475870E-3;4.176958501E-2;2.354673743E-3
3.525583625E0;6.306806803E-3;3.681640863E-2;4.812258482E-3
3.535592625E0;2.758423984E-3;4.523347557E-2;1.661778688E-2
3.545602625E0;2.623938024E-3;3.597148597E-2;1.189382136E-2
3.555581625E0;9.270760417E-4;3.542126298E-2;1.121145129E-2
3.565591625E0;-7.744637132E-4;3.708888888E-2;1.335328639E-2
3.575601625E0;-7.091503143E-3;3.141592026E-2;6.992100477E-3
3.585611625E0;-6.150101423E-3;4.085566521E-2;1.039342582E-2
3.595620625E0;-3.311862946E-3;4.246131063E-2;8.644523621E-3
3.605630625E0;-5.166015029E-4;3.853315115E-2;1.421165764E-2
3.615609625E0;-4.326354861E-3;3.752450645E-2;7.430056930E-3
3.625619625E0;-2.309650183E-4;4.264666736E-2;9.967163801E-3
3.635629625E0;3.231463730E-3;3.593698740E-2;7.889063358E-3
3.645639625E0;1.147516072E-3;4.033409357E-2;1.196281850E-2
3.655648625E0;2.309942544E-3;3.869102597E-2;9.851388931E-3
3.665658625E0;3.668543100E-3;4.022533536E-2;2.033076882E-3
3.675638625E0;2.785905898E-3;3.902899504E-2;6.064732075E-3
3.685647625E0;4.891195893E-4;3.664157689E-2;1.351993203E-2
3.695657625E0;-3.900092840E-4;3.873780370E-2;8.724630475E-3
3.705667625E0;2.143296897E-3;3.831680417E-2;8.286089301E-3
3.715677625E0;2.532136738E-3;3.277422845E-2;4.259111881E-3
3.725656625E0;4.460548460E-3;3.593523324E-2;1.151199818E-2
3.735666625E0;-6.282833219E-3;4.058786273E-2;5.017495751E-3
3.745675625E0;1.267968714E-3;3.666905880E-2;1.108632088E-3
3.755685625E0;4.480136633E-3;3.741165519E-2;7.275105715E-3
3.765695625E0;-3.179131150E-3;3.684038222E-2;4.447392225E-3
3.775705625E0;1.943614483E-3;3.743679821E-2;7.445844412E-3
3.785684625E0;5.077429712E-3;3.998150647E-2;1.019754410E-3
3.795694625E0;1.993900537E-3;4.522178113E-2;1.014842749E-2
3.805703625E0;-1.244579852E-3;3.432198644E-2;1.241480827E-2
3.815713625E0;-3.946578205E-3;3.070022106E-2;1.465078354E-2
3.825723625E0;-2.226619720E-3;3.081424177E-2;1.587694466E-2
3.835702625E0;7.214294672E-3;3.333380699E-2;1.974955559E-2
3.845712625E0;5.484395921E-3;3.179715872E-2;1.080156147E-2
3.855722625E0;-1.826670170E-3;4.394182563E-2;5.618004799E-3
3.865732625E0;3.673805594E-3;3.957454026E-2;7.242946029E-3
3.875741625E0;5.750736594E-4;3.377117872E-2;6.776922941E-3
3.885751625E0;3.461551666E-4;4.023001313E-2;1.325505316E-2
3.895730625E0;-2.901388407E-3;4.354830801E-2;1.447946012E-2
3.905740625E0;2.385956347E-3;3.354956925E-2;1.552435756E-2
3.915750625E0;8.982492685E-3;3.404190481E-2;6.184015274E-3
3.925760625E0;-1.267383993E-3;4.272911310E-2;1.708965719E-2
3.935769625E0;-9.187729955E-3;3.624805927E-2;1.550447702E-2
3.945749625E0;-7.214294672E-3;3.457517087E-2;5.752490759E-3
3.955758625E0;4.002419114E-4;4.217655122E-2;1.505248725E-2
3.965768625E0;-4.224905670E-3;4.609652460E-2;1.131728590E-2
3.975778625E0;-3.575864732E-3;4.315362096E-2;8.523486257E-3
3.985788625E0;1.014462680E-2;3.916698933E-2;3.765022159E-3
3.995797625E0;1.276739538E-2;4.528200746E-2;1.933089495E-3
4.005777625E0;1.806789637E-4;4.318636537E-2;-3.305431008E-3
