"Time (s)";"Gyroscope x (rad/s)";"Gyroscope y (rad/s)";"Gyroscope z (rad/s)"
1.784940687E0;1.117883399E-1;-2.320938855E-1;1.394692659E-1
1.796843812E0;1.203055456E-1;-2.789385319E-1;2.938436270E-1
1.808746937E0;1.511804163E-1;-2.949082851E-1;4.929333329E-1
1.820657875E0;2.512575984E-1;-4.088259339E-1;7.644193172E-1
1.832570375E0;4.705756605E-1;-7.292858362E-1;8.900480866E-1
1.844481312E0;7.473849058E-1;-1.153016806E0;8.389448524E-1
1.856393812E0;9.017592669E-1;-1.354235888E0;7.356737256E-1
1.868304750E0;9.613797069E-1;-1.290356874E0;6.281439662E-1
1.880215687E0;9.858666658E-1;-1.049745679E0;5.834286809E-1
1.892128187E0;1.019935489E0;-8.400095105E-1;5.610709786E-1
1.904039125E0;1.028452754E0;-8.080700040E-1;5.844933391E-1
1.915951625E0;1.096590400E0;-8.421388268E-1;6.856351495E-1
1.927862562E0;1.148758292E0;-9.613797069E-1;7.814537287E-1
1.939773500E0;1.207314014E0;-1.090202451E0;9.006946087E-1
1.951686000E0;1.241382837E0;-1.342524767E0;1.016741514E0
1.963596937E0;1.182827115E0;-1.610816717E0;1.106172204E0
1.975507875E0;1.051874995E0;-1.805647850E0;1.327619553E0
1.987420375E0;8.772723079E-1;-1.784354806E0;1.608687401E0
1.999331312E0;4.418300986E-1;-1.575683236E0;1.818423629E0
2.011243812E0;6.505016685E-1;-1.932341218E0;2.054776192E0
2.023154750E0;7.995527983E-1;-2.284740686E0;1.967474699E0
2.035065687E0;8.879188299E-1;-2.691437244E0;1.931276679E0
2.046978187E0;1.040163875E0;-3.059806585E0;1.761997104E0
2.058889125E0;8.527853489E-1;-3.517606258E0;1.435149312E0
2.070801625E0;8.165872097E-1;-3.279124498E0;1.022064805E0
2.082712562E0;6.781826019E-1;-2.622235060E0;8.400095105E-1
2.094626625E0;4.343775511E-1;-1.911048293E0;8.400095105E-1
2.106536000E0;1.692794859E-1;-1.279710293E0;8.655611277E-1
2.118446937E0;3.300417587E-2;-8.570439219E-1;9.762848020E-1
2.130359437E0;1.064650863E-1;-3.406882584E-1;1.153016806E0
2.142271937E0;1.777966917E-1;-3.396236300E-1;1.261611223E0
2.154181312E0;2.459343374E-1;-3.023608327E-1;1.145564318E0
2.166093812E0;3.374943137E-1;-7.463202477E-1;9.816080928E-1
2.178012562E0;2.363524884E-1;-1.557584167E0;7.431262732E-1
2.189917250E0;2.491282970E-1;-1.887625933E0;4.609938264E-1
2.201854750E0;8.091346174E-2;-2.073939800E0;4.971919358E-1
2.213740687E0;-8.006174564E-1;-2.475313187E0;8.591732383E-1
2.225651625E0;-1.386175394E0;-2.345425844E0;1.322296381E0
2.237562562E0;-1.273322463E0;-1.897207856E0;1.928082705E0
2.249475062E0;-9.400866628E-1;-8.495913744E-1;2.410369396E0
2.261401625E0;-8.527853489E-1;-9.997071624E-1;2.826647997E0
2.273298500E0;-8.549146056E-1;-1.552260876E0;2.864975452E0
2.285209437E0;-3.364296556E-1;-1.456442356E0;2.778738737E0
2.297121937E0;-1.288227588E-1;-1.142370343E0;2.625428915E0
2.309032875E0;-2.533869147E-1;-1.320167065E0;2.698889971E0
2.320951625E0;-4.546059072E-1;-2.336908579E0;3.075776339E0
2.332856312E0;-4.961272776E-1;-3.544222593E0;3.658140182E0
2.344768812E0;-1.841845959E-1;-4.622714043E0;4.231987000E0
2.356679750E0;6.505016685E-1;-5.355193615E0;4.658912182E0
2.368590687E0;2.035612345E0;-6.255888462E0;5.336030006E0
2.380503187E0;3.861488581E0;-2.303904533E0;5.511697292E0
2.392414125E0;5.191237450E0;9.539271593E-1;5.446753502E0
2.404325062E0;5.537249088E0;1.725798965E0;5.963109493E0
2.416237562E0;5.363710880E0;1.486252546E0;6.703041553E0
2.428148500E0;4.875036240E0;1.561842799E0;7.022437096E0
2.440061000E0;4.353357315E0;1.866332889E0;6.842511177E0
2.451971937E0;3.396236181E0;1.720475793E0;6.026988506E0
2.463882875E0;2.145271540E0;8.378801942E-1;4.705756664E0
2.475795375E0;2.608394623E-1;-1.266934514E0;2.581778288E0
2.487706312E0;-1.521386027E0;-3.075776339E0;-1.309520602E-1
2.499621937E0;-2.193180799E0;-3.379201651E0;-1.950440288E0
2.511529750E0;-2.216603041E0;-2.182534218E0;-2.753187180E0
2.523440687E0;-1.530967951E0;-1.303132653E0;-2.461472750E0
2.535353187E0;3.779510558E-1;-1.052939653E0;-5.663942695E-1
