"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)"
4.142714250E0;1.154005241E1;-2.286462545E0;1.823184609E0
4.161510250E0;7.161057472E0;-2.926911592E0;1.125274777E0
4.171714250E0;5.306747913E0;-3.251325846E0;6.691793799E-1
4.192280250E0;6.311115742E0;-4.441244125E0;9.633070946E0
4.211526250E0;9.721655846E0;-2.120065689E0;6.248866558E0
4.224615250E0;1.066616821E1;1.915361360E-2;4.665102005E0
4.238366250E0;1.116895103E1;7.996633649E-1;4.375403404E0
4.252302250E0;8.413225174E0;-1.642422318E0;4.350264549E0
4.263039250E0;7.169436932E0;-2.560598612E0;2.728192806E0
4.283074250E0;6.449979305E0;-4.426878929E0;4.519055843E0
4.302036250E0;7.656657219E0;-4.404133797E0;5.869385242E0
4.321637250E0;9.015366554E0;-2.410961151E0;4.090493679E0
4.332391250E0;8.767566681E0;-2.724601507E0;2.537853718E0
4.352268250E0;8.233659744E0;-2.717418909E0;1.058237195E0
4.371538250E0;5.940014362E0;-5.127182961E0;-7.302315533E-2
4.391509250E0;2.967612982E0;-8.576030731E0;-1.094150186E0
4.401553250E0;6.629544735E0;-4.685452938E0;3.215412855E0
4.411861250E0;7.478289127E0;-3.757699490E0;3.482366323E0
4.431499250E0;9.291896820E0;-5.128379822E0;4.673481941E0
4.451606250E0;1.608544350E1;-6.336254597E0;6.296750307E-1
4.471484250E0;1.779370689E1;-7.176619530E0;4.201824069E-1
4.481514250E0;1.274792671E1;-8.655038834E0;1.604115069E-1
4.501529250E0;2.755726099E0;-1.160948372E1;-6.165069342E-1
4.511630250E0;2.303221941E0;-1.143710136E1;1.766920805E0
4.531699250E0;1.050575733E1;-7.408857346E0;7.362170219E-1
4.551509250E0;1.174116516E1;-4.807557106E0;1.999158412E-1
4.561589250E0;1.168370438E1;-4.972756863E0;-2.094926536E-1
4.581525250E0;5.966350555E0;-7.940370083E0;-3.531447649E-1
4.601622250E0;5.147533417E-1;-8.367734909E0;3.280056417E-1
4.621576250E0;6.584054977E-2;-1.014183807E1;-9.493009448E-1
4.641628250E0;4.753687382E0;-2.950853586E0;4.608838260E-1
4.661516250E0;2.141613483E0;-3.871424198E0;2.692279816E0
4.681508250E0;2.346317619E-1;-2.426523447E0;2.864662409E0
4.701665250E0;1.125274822E-1;-1.355118155E0;1.363497853E0
4.721495250E0;-9.576806799E-3;-1.195903778E0;9.050082564E-1
4.731521250E0;-1.197100850E-3;-1.116895080E0;6.224924326E-1
4.741583250E0;-6.703764945E-2;-1.227028370E0;5.554547906E-1
4.761518250E0;-5.386953801E-2;-1.553836942E0;9.804255962E-1
4.771690250E0;-2.444479942E0;-1.841021347E1;-1.968273163E1
4.791640250E0;-1.252047825E1;-3.922181320E1;5.024232388E0
4.811550250E0;2.366668320E1;7.693767071E0;5.114014626E0
4.831588250E0;-9.217676520E-1;-4.249708176E0;4.659116745E0
4.851595250E0;-2.188300371E0;-8.676587105E0;1.067813993E0
4.861642250E0;-1.173158810E-1;-8.728062630E0;-5.446808934E-1
4.881803250E0;7.110779285E-1;-1.005325317E1;2.406172752E-1
4.901612250E0;7.589619160E-1;-8.959102631E0;1.701080322E0
4.912870250E0;4.788403213E-2;-8.500613213E0;1.468842745E0
4.938079250E0;-1.855506301E-1;-5.869385242E0;7.433996201E-1
4.951051250E0;-8.894459605E-1;-5.863399982E0;1.284489155E0
