"Time (s)";"X (rad/s)";"Y (rad/s)";"Z (rad/s)"
3.840296417E0;2.444511056E-1;-1.488989443E-1;7.821903825E-1
3.850306417E0;1.711406857E-1;-1.528714597E-1;8.277572393E-1
3.860316417E0;9.504377842E-2;-3.278701901E-1;9.430137873E-1
3.870295417E0;2.716726437E-2;-6.391876340E-1;1.075572371E0
3.880305417E0;5.961313844E-3;-8.361459374E-1;1.121462107E0
3.890315417E0;-1.100091543E-2;-9.185590148E-1;1.111284614E0
3.900294417E0;-1.543117464E-1;-1.151946545E0;1.229541779E0
3.910304417E0;-1.161486953E-1;-1.502701759E0;1.250367522E0
3.920313417E0;1.945010573E-1;-1.441176057E0;1.172942996E0
3.930323417E0;4.695024788E-1;-1.132408023E0;1.117055058E0
