"Time (s)"	"X (rad/s)"	"Y (rad/s)"	"Z (rad/s)"
3.375928000E0	7.525953650E-1	-5.458158255E-1	1.269706488E0
3.385938000E0	7.926445007E-1	-4.196640551E-1	1.261775851E0
3.395917000E0	7.608930469E-1	-1.325815171E-1	1.137444973E0
3.405927000E0	6.431605816E-1	8.611141145E-2	1.026952624E0
3.415937000E0	4.935254455E-1	6.276504695E-2	1.019431472E0
3.425946000E0	3.418067396E-1	-1.212356687E-1	1.112918496E0
3.435956000E0	1.324004680E-1	-4.084526598E-1	1.070860744E0
3.445935000E0	-4.971075803E-2	-6.542632580E-1	9.565146565E-1
3.455945000E0	-1.846693754E-1	-7.671542764E-1	9.660576582E-1
3.465955000E0	-2.220295370E-1	-7.439070344E-1	1.069108486E0
3.475965000E0	-1.254404932E-1	-5.510447621E-1	1.133282185E0
3.485944000E0	5.298250914E-2	-4.246021509E-1	1.152418375E0
3.495954000E0	1.859784871E-1	-5.086404681E-1	1.219237924E0
3.505963000E0	2.255741060E-1	-7.766212821E-1	1.423460841E0
3.515973000E0	1.972497106E-1	-9.370810986E-1	1.637139201E0
3.525952000E0	1.596120447E-1	-8.624297976E-1	1.844957471E0
3.535962000E0	1.540310979E-1	-5.207963586E-1	1.926691651E0
3.545972000E0	1.301441342E-1	2.720951289E-2	1.954834938E0
3.555982000E0	1.379111409E-1	3.193644285E-1	2.033735037E0
3.565992000E0	2.203058898E-1	3.485135138E-1	2.217493773E0
3.575971000E0	3.626954257E-1	3.364733756E-1	2.539250612E0
3.585981000E0	5.073080063E-1	4.900642633E-1	2.647582054E0
3.595990000E0	5.997596979E-1	6.400480270E-1	2.393986940E0
3.606000000E0	5.478453636E-1	4.808410108E-1	1.986880779E0
3.615979000E0	3.715476394E-1	-1.971494779E-2	1.630436063E0
3.625989000E0	3.745140880E-2	-6.950725913E-1	1.435510993E0
3.635999000E0	-2.863495946E-1	-1.282352209E0	1.421893954E0
3.646009000E0	-5.435332060E-1	-1.513294339E0	1.521107435E0
